# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-11-06 21:50:49 EST       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 50059000 LAGO LOIZA AT DAMSITE NR TRUJILLO ALTO, PR
# -----------------------------------------------------------------------------------
#
# Data provided for site 50059000
#            TS   parameter     Description
#        124041       62614     Lake or reservoir water surface elevation above NGVD 1929, feet
#        124043       45592     Gate opening, height, feet, Gate 1
#        124044       45592     Gate opening, height, feet, Gate 2
#        124045       45592     Gate opening, height, feet, Gate 3
#        124046       45592     Gate opening, height, feet, Gate 4
#        124047       45592     Gate opening, height, feet, Gate 5
#        124048       45592     Gate opening, height, feet, Gate 6
#        124049       45592     Gate opening, height, feet, Gate 7
#        124050       45592     Gate opening, height, feet, Gate 8
#        124051       62616     Lake or reservoir water surface elevation above NGVD 1929, meters
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	tz_cd	124041_62614	124041_62614_cd	124043_45592	124043_45592_cd	124044_45592	124044_45592_cd	124045_45592	124045_45592_cd	124046_45592	124046_45592_cd	124047_45592	124047_45592_cd	124048_45592	124048_45592_cd	124049_45592	124049_45592_cd	124050_45592	124050_45592_cd	124051_62616	124051_62616_cd
USGS	50059000	2017-11-06 12:30	AST	133.14	P	0.09	P	0.00	P	0.00	P	0.10	P	1.87	P	0.24	P	0.00	P	-0.09	P	40.581	P
USGS	50059000	2017-11-06 12:45	AST	133.11	P	0.09	P	0.00	P	0.00	P	0.10	P	1.87	P	0.24	P	0.00	P	-0.09	P	40.572	P
USGS	50059000	2017-11-06 13:00	AST	133.09	P	0.09	P	0.00	P	0.00	P	0.10	P	1.87	P	0.24	P	0.00	P	-0.09	P	40.566	P
USGS	50059000	2017-11-06 13:15	AST	133.08	P	0.09	P	0.00	P	0.00	P	0.10	P	1.87	P	0.24	P	0.00	P	-0.09	P	40.563	P
USGS	50059000	2017-11-06 13:30	AST	133.07	P	0.09	P	0.00	P	0.00	P	0.10	P	1.87	P	0.24	P	0.00	P	-0.09	P	40.560	P
USGS	50059000	2017-11-06 13:45	AST	133.06	P	0.09	P	0.00	P	0.00	P	0.10	P	1.87	P	0.24	P	0.00	P	-0.09	P	40.557	P
USGS	50059000	2017-11-06 14:00	AST	133.05	P	0.09	P	0.00	P	0.00	P	0.10	P	1.87	P	0.24	P	0.00	P	-0.09	P	40.554	P
USGS	50059000	2017-11-06 14:15	AST	133.04	P	0.09	P	0.00	P	0.00	P	0.10	P	1.87	P	0.24	P	0.00	P	-0.09	P	40.551	P
USGS	50059000	2017-11-06 14:30	AST	133.02	P	0.09	P	0.00	P	0.00	P	0.10	P	1.87	P	0.24	P	0.00	P	-0.09	P	40.544	P
USGS	50059000	2017-11-06 14:45	AST	132.99	P	0.09	P	0.00	P	0.00	P	0.10	P	1.87	P	0.24	P	0.00	P	-0.09	P	40.535	P
USGS	50059000	2017-11-06 15:00	AST	132.99	P	0.09	P	0.00	P	0.00	P	0.10	P	1.87	P	0.24	P	0.00	P	-0.09	P	40.535	P
USGS	50059000	2017-11-06 15:15	AST	132.97	P	0.09	P	0.00	P	0.00	P	0.10	P	1.87	P	0.24	P	0.00	P	-0.09	P	40.529	P
USGS	50059000	2017-11-06 15:30	AST	132.94	P	0.09	P	0.00	P	0.00	P	0.10	P	1.87	P	0.24	P	0.00	P	-0.09	P	40.520	P
USGS	50059000	2017-11-06 15:45	AST	132.93	P	0.09	P	0.00	P	0.00	P	0.10	P	1.87	P	0.24	P	0.00	P	-0.09	P	40.517	P
USGS	50059000	2017-11-06 16:00	AST	132.90	P	0.09	P	0.00	P	0.00	P	0.10	P	1.87	P	0.24	P	0.00	P	-0.09	P	40.508	P
USGS	50059000	2017-11-06 16:15	AST	132.87	P	0.09	P	0.00	P	0.00	P	0.10	P	1.87	P	0.24	P	0.00	P	-0.09	P	40.499	P
USGS	50059000	2017-11-06 16:30	AST	132.86	P	0.09	P	0.00	P	0.00	P	0.10	P	1.87	P	0.24	P	0.00	P	-0.09	P	40.496	P
USGS	50059000	2017-11-06 16:45	AST	132.84	P	0.09	P	0.00	P	0.00	P	0.10	P	1.87	P	0.24	P	0.00	P	-0.09	P	40.490	P
USGS	50059000	2017-11-06 17:00	AST	132.81	P	0.09	P	0.00	P	0.00	P	0.10	P	1.87	P	0.24	P	0.00	P	-0.09	P	40.480	P
USGS	50059000	2017-11-06 17:15	AST	132.78	P	0.09	P	0.00	P	0.00	P	0.10	P	1.87	P	0.24	P	0.00	P	-0.09	P	40.471	P
USGS	50059000	2017-11-06 17:30	AST	132.76	P	0.09	P	0.00	P	0.00	P	0.10	P	1.87	P	0.24	P	0.00	P	-0.09	P	40.465	P
USGS	50059000	2017-11-06 17:45	AST	132.73	P	0.09	P	0.00	P	0.00	P	0.10	P	1.87	P	0.24	P	0.00	P	-0.09	P	40.456	P
USGS	50059000	2017-11-06 18:00	AST	132.71	P	0.09	P	0.00	P	0.00	P	0.10	P	1.87	P	0.24	P	0.00	P	-0.09	P	40.450	P
USGS	50059000	2017-11-06 18:15	AST	132.69	P	0.09	P	0.00	P	0.00	P	0.10	P	1.87	P	0.24	P	0.00	P	-0.09	P	40.444	P
USGS	50059000	2017-11-06 18:30	AST	132.66	P	0.09	P	0.00	P	0.00	P	0.10	P	1.87	P	0.24	P	0.00	P	-0.09	P	40.435	P
USGS	50059000	2017-11-06 18:45	AST	132.63	P	0.09	P	0.00	P	0.00	P	0.10	P	1.87	P	0.24	P	0.00	P	-0.09	P	40.426	P
USGS	50059000	2017-11-06 19:00	AST	132.61	P	0.09	P	0.00	P	0.00	P	0.10	P	1.87	P	0.24	P	0.00	P	-0.09	P	40.420	P
USGS	50059000	2017-11-06 19:15	AST	132.58	P	0.09	P	0.00	P	0.00	P	0.10	P	1.87	P	0.24	P	0.00	P	-0.09	P	40.410	P
USGS	50059000	2017-11-06 19:30	AST	132.56	P	0.09	P	0.00	P	0.00	P	0.10	P	1.87	P	0.24	P	0.00	P	-0.09	P	40.404	P
USGS	50059000	2017-11-06 19:45	AST	132.52	P	0.09	P	0.00	P	0.00	P	0.10	P	1.87	P	0.24	P	0.00	P	-0.09	P	40.392	P
USGS	50059000	2017-11-06 20:00	AST	132.50	P	0.09	P	0.00	P	0.00	P	0.10	P	1.87	P	0.24	P	0.00	P	-0.09	P	40.386	P
USGS	50059000	2017-11-06 20:15	AST	132.47	P	0.09	P	0.00	P	0.00	P	0.10	P	1.87	P	0.24	P	0.00	P	-0.09	P	40.377	P
USGS	50059000	2017-11-06 20:30	AST	132.44	P	0.09	P	0.00	P	0.00	P	0.10	P	1.87	P	0.24	P	0.00	P	-0.09	P	40.368	P
USGS	50059000	2017-11-06 20:45	AST	132.42	P	0.09	P	0.00	P	0.00	P	0.10	P	1.87	P	0.24	P	0.00	P	-0.09	P	40.362	P
USGS	50059000	2017-11-06 21:00	AST	132.41	P	0.09	P	0.00	P	0.00	P	0.10	P	1.87	P	0.24	P	0.00	P	-0.09	P	40.359	P
USGS	50059000	2017-11-06 21:15	AST	132.38	P	0.09	P	0.00	P	0.00	P	0.10	P	1.87	P	0.24	P	0.00	P	-0.09	P	40.349	P
USGS	50059000	2017-11-06 21:30	AST	132.35	P	0.09	P	0.00	P	0.00	P	0.10	P	1.87	P	0.24	P	0.00	P	-0.09	P	40.340	P
USGS	50059000	2017-11-06 21:45	AST	132.33	P	0.09	P	0.00	P	0.00	P	0.10	P	1.87	P	0.24	P	0.00	P	-0.09	P	40.334	P
