# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-11-06 22:01:49 EST       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 50113950 LAGO CERRILLOS AT DAMSITE NR PONCE, PR
# -----------------------------------------------------------------------------------
#
# Data provided for site 50113950
#            TS   parameter     Description
#        163437       62614     Lake or reservoir water surface elevation above NGVD 1929, feet
#        163438       00045     Precipitation, total, inches
#        163628       62616     Lake or reservoir water surface elevation above NGVD 1929, meters
#
# Data-value qualification codes included in this output:
#        
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	tz_cd	163437_62614	163437_62614_cd	163438_00045	163438_00045_cd	163628_62616	163628_62616_cd
USGS	50113950	2017-11-05 22:39	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 22:44	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 22:45	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-05 22:50	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-05 22:55	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 23:00	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 23:05	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-05 23:11	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-05 23:15	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-05 23:17	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-05 23:23	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 23:28	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 23:30	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-05 23:33	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-05 23:38	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-05 23:43	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-05 23:45	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 23:48	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 23:54	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 23:58	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 00:00	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-06 00:03	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-06 00:08	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-06 00:14	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-06 00:15	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 00:19	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 00:24	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 00:28	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-06 00:30	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 00:33	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 00:39	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 00:44	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 00:45	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 00:49	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 00:54	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-06 00:59	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 01:00	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-06 01:04	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-06 01:09	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 01:14	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 01:15	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-06 01:19	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-06 01:25	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 01:29	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 01:30	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 01:34	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 01:40	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 01:45	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 01:46	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 01:50	AST			0.00	P		
USGS	50113950	2017-11-06 01:56	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 02:00	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 02:05	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 02:10	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 02:15	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 02:24	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 02:29	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 02:30	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 02:34	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 02:39	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 02:43	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 02:45	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 02:49	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 02:54	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 02:58	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 03:00	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 03:02	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 03:07	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 03:12	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 03:15	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 03:17	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 03:22	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 03:28	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 03:30	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 03:33	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 03:38	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 03:42	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 03:45	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 03:48	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 03:54	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 04:00	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 04:05	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 04:10	AST			0.00	P		
USGS	50113950	2017-11-06 04:15	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 04:21	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 04:27	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 04:30	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 04:32	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 04:38	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 04:45	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 04:48	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 04:54	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 04:57	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 05:00	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 05:01	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 05:06	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 05:11	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 05:15	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 05:22	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 05:27	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 05:30	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 05:31	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 05:37	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 05:42	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 05:45	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 05:47	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 05:54	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 05:56	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 06:00	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 06:06	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 06:10	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 06:15	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 06:19	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 06:24	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 06:28	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 06:30	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 06:33	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 06:38	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 06:43	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 06:45	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 06:49	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 06:54	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 06:59	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 07:00	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-06 07:04	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-06 07:10	AST			0.00	P		
USGS	50113950	2017-11-06 07:15	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 07:16	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 07:21	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-06 07:26	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-06 07:30	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 07:31	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 07:36	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 07:42	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-06 07:45	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-06 07:48	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-06 07:53	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-06 07:57	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 08:00	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 08:02	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 08:07	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-06 08:12	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-06 08:15	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-06 08:17	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-06 08:22	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 08:27	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 08:30	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 08:33	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 08:38	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 08:44	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-06 08:45	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 08:54	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 08:59	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 09:00	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-06 09:08	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-06 09:13	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 09:15	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 09:19	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 09:23	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-06 09:28	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-06 09:30	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-06 09:38	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 09:44	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-06 09:45	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-06 09:49	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-06 09:54	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-06 10:00	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-06 10:05	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-06 10:11	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-06 10:15	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-06 10:16	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-06 10:22	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-06 10:27	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-06 10:30	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-06 10:32	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-06 10:38	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-06 10:42	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-06 10:45	AST	571.26	P	0.00	P	174.120	P
USGS	50113950	2017-11-06 10:48	AST	571.26	P	0.00	P	174.120	P
USGS	50113950	2017-11-06 10:57	AST	571.28	P	0.01	P	174.126	P
USGS	50113950	2017-11-06 11:00	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-06 11:02	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-06 11:08	AST	571.27	P	0.02	P	174.123	P
USGS	50113950	2017-11-06 11:13	AST	571.27	P	0.06	P	174.123	P
USGS	50113950	2017-11-06 11:15	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 11:18	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 11:28	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 11:30	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 11:38	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-06 11:43	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 11:45	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 11:47	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 11:53	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-06 11:58	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-06 12:00	AST	571.28	P	0.01	P	174.126	P
USGS	50113950	2017-11-06 12:04	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 12:08	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 12:15	AST	571.28	P	0.01	P	174.126	P
USGS	50113950	2017-11-06 12:19	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 12:24	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-06 12:28	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-06 12:30	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 12:33	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 12:37	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 12:45	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 12:47	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 12:53	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 12:57	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 13:00	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 13:03	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 13:07	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 13:12	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 13:15	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 13:18	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 13:23	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 13:28	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 13:30	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 13:33	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 13:38	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 13:44	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 13:45	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 13:53	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 13:59	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 14:00	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 14:04	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-06 14:09	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-06 14:15	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-06 14:20	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-06 14:24	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-06 14:29	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-06 14:30	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-06 14:33	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-06 14:37	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-06 14:42	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-06 14:45	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-06 14:47	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-06 14:54	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-06 14:59	AST	571.31	P	0.00	P	174.135	P
USGS	50113950	2017-11-06 15:00	AST	571.31	P	0.00	P	174.135	P
USGS	50113950	2017-11-06 15:04	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-06 15:09	AST	571.31	P	0.00	P	174.135	P
USGS	50113950	2017-11-06 15:13	AST	571.31	P	0.00	P	174.135	P
USGS	50113950	2017-11-06 15:15	AST	571.31	P	0.00	P	174.135	P
USGS	50113950	2017-11-06 15:18	AST	571.31	P	0.00	P	174.135	P
USGS	50113950	2017-11-06 15:22	AST	571.32	P	0.00	P	174.138	P
USGS	50113950	2017-11-06 15:27	AST	571.31	P	0.00	P	174.135	P
USGS	50113950	2017-11-06 15:30	AST	571.31	P	0.00	P	174.135	P
USGS	50113950	2017-11-06 15:32	AST	571.31	P	0.00	P	174.135	P
USGS	50113950	2017-11-06 15:37	AST	571.31	P	0.00	P	174.135	P
USGS	50113950	2017-11-06 15:43	AST	571.31	P	0.00	P	174.135	P
USGS	50113950	2017-11-06 15:45	AST	571.32	P	0.00	P	174.138	P
USGS	50113950	2017-11-06 15:48	AST	571.32	P	0.00	P	174.138	P
USGS	50113950	2017-11-06 15:53	AST	571.32	P	0.00	P	174.138	P
USGS	50113950	2017-11-06 15:58	AST	571.31	P	0.00	P	174.135	P
USGS	50113950	2017-11-06 16:00	AST	571.31	P	0.00	P	174.135	P
USGS	50113950	2017-11-06 16:03	AST	571.31	P	0.00	P	174.135	P
USGS	50113950	2017-11-06 16:09	AST	571.31	P	0.00	P	174.135	P
USGS	50113950	2017-11-06 16:14	AST	571.33	P	0.00	P	174.141	P
USGS	50113950	2017-11-06 16:15	AST	571.32	P	0.00	P	174.138	P
USGS	50113950	2017-11-06 16:19	AST	571.32	P	0.00	P	174.138	P
USGS	50113950	2017-11-06 16:24	AST	571.32	P	0.00	P	174.138	P
USGS	50113950	2017-11-06 16:29	AST	571.32	P	0.00	P	174.138	P
USGS	50113950	2017-11-06 16:30	AST	571.32	P	0.00	P	174.138	P
USGS	50113950	2017-11-06 16:33	AST	571.32	P	0.00	P	174.138	P
USGS	50113950	2017-11-06 16:38	AST	571.33	P	0.00	P	174.141	P
USGS	50113950	2017-11-06 16:42	AST	571.32	P	0.00	P	174.138	P
USGS	50113950	2017-11-06 16:45	AST	571.32	P	0.00	P	174.138	P
USGS	50113950	2017-11-06 16:47	AST	571.32	P	0.00	P	174.138	P
USGS	50113950	2017-11-06 16:54	AST	571.32	P	0.00	P	174.138	P
USGS	50113950	2017-11-06 16:57	AST	571.33	P	0.00	P	174.141	P
USGS	50113950	2017-11-06 17:00	AST	571.33	P	0.00	P	174.141	P
USGS	50113950	2017-11-06 17:02	AST	571.33	P	0.00	P	174.141	P
USGS	50113950	2017-11-06 17:07	AST	571.33	P	0.00	P	174.141	P
USGS	50113950	2017-11-06 17:13	AST	571.33	P	0.00	P	174.141	P
USGS	50113950	2017-11-06 17:15	AST	571.32	P	0.00	P	174.138	P
USGS	50113950	2017-11-06 17:17	AST	571.32	P	0.00	P	174.138	P
USGS	50113950	2017-11-06 17:22	AST	571.33	P	0.00	P	174.141	P
USGS	50113950	2017-11-06 17:27	AST	571.33	P	0.00	P	174.141	P
USGS	50113950	2017-11-06 17:30	AST	571.33	P	0.00	P	174.141	P
USGS	50113950	2017-11-06 17:33	AST	571.33	P	0.00	P	174.141	P
USGS	50113950	2017-11-06 17:38	AST	571.32	P	0.00	P	174.138	P
USGS	50113950	2017-11-06 17:44	AST	571.33	P	0.00	P	174.141	P
USGS	50113950	2017-11-06 17:45	AST	571.33	P	0.00	P	174.141	P
USGS	50113950	2017-11-06 17:49	AST	571.33	P	0.00	P	174.141	P
USGS	50113950	2017-11-06 17:54	AST	571.33	P	0.00	P	174.141	P
USGS	50113950	2017-11-06 17:59	AST	571.33	P	0.00	P	174.141	P
USGS	50113950	2017-11-06 18:00	AST	571.33	P	0.00	P	174.141	P
USGS	50113950	2017-11-06 18:04	AST	571.33	P	0.00	P	174.141	P
USGS	50113950	2017-11-06 18:08	AST	571.33	P	0.00	P	174.141	P
USGS	50113950	2017-11-06 18:14	AST	571.33	P	0.00	P	174.141	P
USGS	50113950	2017-11-06 18:15	AST	571.33	P	0.00	P	174.141	P
USGS	50113950	2017-11-06 18:19	AST	571.33	P	0.00	P	174.141	P
USGS	50113950	2017-11-06 18:25	AST	571.33	P	0.00	P	174.141	P
USGS	50113950	2017-11-06 18:29	AST	571.33	P	0.00	P	174.141	P
USGS	50113950	2017-11-06 18:30	AST	571.34	P	0.00	P	174.144	P
USGS	50113950	2017-11-06 18:33	AST	571.34	P	0.00	P	174.144	P
USGS	50113950	2017-11-06 18:39	AST	571.34	P	0.00	P	174.144	P
USGS	50113950	2017-11-06 18:44	AST	571.33	P	0.00	P	174.141	P
USGS	50113950	2017-11-06 18:45	AST	571.33	P	0.00	P	174.141	P
USGS	50113950	2017-11-06 18:49	AST	571.33	P	0.00	P	174.141	P
USGS	50113950	2017-11-06 18:54	AST	571.33	P	0.00	P	174.141	P
USGS	50113950	2017-11-06 19:00	AST	571.34	P	0.00	P	174.144	P
USGS	50113950	2017-11-06 19:05	AST	571.33	P	0.00	P	174.141	P
USGS	50113950	2017-11-06 19:10	AST	571.33	P	0.00	P	174.141	P
USGS	50113950	2017-11-06 19:15	AST	571.33	P	0.00	P	174.141	P
USGS	50113950	2017-11-06 19:19	AST	571.33	P	0.00	P	174.141	P
USGS	50113950	2017-11-06 19:25	AST	571.34	P	0.00	P	174.144	P
USGS	50113950	2017-11-06 19:30	AST	571.33	P	0.00	P	174.141	P
USGS	50113950	2017-11-06 19:31	AST	571.33	P	0.00	P	174.141	P
USGS	50113950	2017-11-06 19:35	AST	571.33	P	0.00	P	174.141	P
USGS	50113950	2017-11-06 19:41	AST	571.33	P	0.00	P	174.141	P
USGS	50113950	2017-11-06 19:45	AST	571.34	P	0.00	P	174.144	P
USGS	50113950	2017-11-06 19:46	AST	571.34	P	0.00	P	174.144	P
USGS	50113950	2017-11-06 19:51	AST	571.34	P	0.00	P	174.144	P
USGS	50113950	2017-11-06 19:57	AST	571.33	P	0.00	P	174.141	P
USGS	50113950	2017-11-06 20:00	AST	571.33	P	0.00	P	174.141	P
USGS	50113950	2017-11-06 20:02	AST	571.33	P	0.00	P	174.141	P
USGS	50113950	2017-11-06 20:06	AST	571.33	P	0.00	P	174.141	P
USGS	50113950	2017-11-06 20:12	AST	571.34	P	0.00	P	174.144	P
USGS	50113950	2017-11-06 20:15	AST	571.34	P	0.00	P	174.144	P
USGS	50113950	2017-11-06 20:18	AST	571.34	P	0.00	P	174.144	P
USGS	50113950	2017-11-06 20:23	AST	571.34	P	0.00	P	174.144	P
USGS	50113950	2017-11-06 20:29	AST	571.33	P	0.00	P	174.141	P
USGS	50113950	2017-11-06 20:30	AST	571.33	P	0.00	P	174.141	P
USGS	50113950	2017-11-06 20:35	AST	571.33	P	0.00	P	174.141	P
USGS	50113950	2017-11-06 20:40	AST			0.00	P		
USGS	50113950	2017-11-06 20:45	AST	571.34	P	0.00	P	174.144	P
USGS	50113950	2017-11-06 20:50	AST	571.34	P	0.00	P	174.144	P
USGS	50113950	2017-11-06 20:55	AST	571.34	P	0.00	P	174.144	P
USGS	50113950	2017-11-06 21:00	AST	571.34	P	0.00	P	174.144	P
USGS	50113950	2017-11-06 21:05	AST	571.34	P	0.00	P	174.144	P
USGS	50113950	2017-11-06 21:10	AST	571.34	P	0.00	P	174.144	P
USGS	50113950	2017-11-06 21:15	AST	571.34	P	0.00	P	174.144	P
USGS	50113950	2017-11-06 21:20	AST	571.34	P	0.00	P	174.144	P
USGS	50113950	2017-11-06 21:26	AST	571.34	P	0.00	P	174.144	P
USGS	50113950	2017-11-06 21:30	AST	571.34	P	0.00	P	174.144	P
